Year,Name,Rank,Genre,Publisher,NA_Sales
1994.0,Virtua Fighter,1925,Fighting,Sega,0.17
1999.0,Championship Manager 99/00,1926,Sports,Eidos Interactive,0.0
2005.0,Super Princess Peach,1929,Platform,Nintendo,0.72
2005.0,SoulCalibur III,1931,Fighting,Namco Bandai Games,0.74
2005.0,World Tour Soccer,1934,Sports,Sony Computer Entertainment,0.1
1995.0,Ridge Racer Revolution,1936,Racing,Sony Computer Entertainment,0.17
1998.0,NCAA Football 99,1939,Sports,Electronic Arts,0.59
2008.0,Junior Brain Trainer,1943,Misc,GSP,0.23
1998.0,Simple 1500 Series Vol. 1: The Mahjong,1947,Misc,D3Publisher,0.0
1997.0,NFL Quarterback Club 98,1956,Sports,Acclaim Entertainment,1.01
2001.0,Diablo II: Lord of Destruction,1959,Role-Playing,Vivendi Games,1.03
2002.0,Seek and Destroy,1963,Racing,Play It,0.52
2007.0,Apollo Justice: Ace Attorney,1965,Adventure,Capcom,0.32
1981.0,Cosmic Ark,1967,Shooter,Imagic,0.99
2006.0,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,1968,Shooter,Sony Computer Entertainment,0.81
1986.0,Adventure Island,1973,Platform,Hudson Soft,0.0
1996.0,Arc the Lad II,1974,Role-Playing,Sony Computer Entertainment,0.0
1985.0,Tag Team Match M.U.S.C.L.E.,1975,Fighting,Namco Bandai Games,0.0
1996.0,Derby Stallion 96,1976,Sports,ASCII Entertainment,0.0
2000.0,Dave Mirra Freestyle BMX,1981,Sports,Acclaim Entertainment,0.91
2007.0,Imagine: Animal Doctor,1982,Simulation,Ubisoft,0.45
2005.0,Forza Motorsport,1984,Racing,Microsoft Game Studios,0.52
1998.0,Monster Rancher 2,1987,Simulation,Sony Computer Entertainment,0.19
2012.0,Pokemon Conquest,1988,Role-Playing,Nintendo,0.58
2009.0,Disney Fairies: Tinker Bell and the Lost Treasure,1997,Adventure,Disney Interactive Studios,0.57
2003.0,Naruto: Clash of Ninja 2,1999,Fighting,Nintendo,0.44
2006.0,Dance Dance Revolution SuperNOVA,2000,Simulation,Konami Digital Entertainment,0.87
2001.0,F-Zero: Maximum Velocity,2002,Racing,Nintendo,0.39
1997.0,Bomberman 64,2003,Puzzle,Hudson Soft,0.5
1998.0,Jeremy McGrath Supercross 98,2004,Racing,Acclaim Entertainment,0.91
2011.0,Kirby: Mass Attack,2008,Platform,Nintendo,0.52
2010.0,ZhuZhu Pets,2010,Simulation,Activision,0.68
2005.0,WipEout Pure,2013,Racing,Sony Computer Entertainment,0.47
2007.0,Naruto: Clash of Ninja Revolution,2029,Fighting,Tomy Corporation,0.45
2010.0,Tales of Graces f,2034,Role-Playing,Namco Bandai Games,0.28
1993.0,Final Fight 2,2035,Action,Capcom,0.39
1997.0,The Lost World: Jurassic Park,2037,Action,Electronic Arts,0.57
2007.0,Ace Combat 6: Fires of Liberation,2038,Simulation,Atari,0.69
1998.0,Pong: The Next Level,2042,Puzzle,Hasbro Interactive,0.56
2014.0,Bayonetta 2,2043,Action,Nintendo,0.34
2010.0,God of War: Ghost of Sparta,2045,Action,Sony Computer Entertainment,0.41
2008.0,Ninja Gaiden II,2047,Action,Tecmo Koei,0.65
2003.0,Championship Manager 3,2049,Sports,Eidos Interactive,0.0
2006.0,Oshare Majo Love and Berry: DS Collection,2051,Misc,Sega,0.0
1997.0,Monster Rancher,2052,Simulation,Tecmo Koei,0.12
2009.0,NERF N-Strike Elite,2056,Shooter,Electronic Arts,0.93
1985.0,1942,2061,Shooter,Capcom,0.65
2000.0,Excitebike 64,2062,Racing,Nintendo,0.65
1991.0,NES Open Tournament Golf,2063,Sports,Nintendo,0.41
1997.0,Game & Watch Gallery,2064,Misc,Nintendo,0.63
2004.0,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,2065,Misc,Sammy Corporation,0.0
2008.0,Haze,2067,Shooter,Ubisoft,0.49
2006.0,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),2069,Sports,Konami Digital Entertainment,0.08
1995.0,Road & Track Presents: The Need for Speed,2070,Racing,Electronic Arts,0.56
2013.0,Killzone: Mercenary,2072,Shooter,Sony Computer Entertainment Europe,0.25
1996.0,NBA Live 97,2073,Sports,Electronic Arts,0.55
2002.0,Dynasty Warriors 3: Xtreme Legends,2074,Action,Tecmo Koei,0.13
2005.0,Zoo Tycoon DS,2075,Strategy,THQ,0.86
2000.0,Jampack Winter 2000,2082,Misc,Sony Computer Entertainment,0.55
2005.0,Phoenix Wright: Ace Attorney,2084,Adventure,Capcom,0.49
2000.0,NFL Fever 2002,2085,Sports,Microsoft Game Studios,0.74
2008.0,Littlest Pet Shop: Winter,2087,Simulation,Electronic Arts,0.59
2006.0,Ace Combat X: Skies of Deception,2090,Simulation,Namco Bandai Games,0.37
1998.0,Oddworld: Abe's Exoddus,2095,Platform,GT Interactive,0.55
2008.0,Midnight Club: LA Remix,2098,Racing,Take-Two Interactive,0.52
2000.0,The Bouncer,2099,Action,Sony Computer Entertainment,0.3
2005.0,Mario Party Advance,2111,Misc,Nintendo,0.5
1993.0,Tetris 2,2113,Puzzle,Nintendo,0.62
2010.0,Kingdom Hearts Re:coded,2117,Role-Playing,Square Enix,0.56
2006.0,Tamagotchi Connection: Corner Shop 2,2128,Simulation,Namco Bandai Games,0.09
2008.0,de Blob,2131,Platform,THQ,0.5
2003.0,Fire Emblem,2135,Strategy,Nintendo,0.49
2010.0,Club Penguin: Game Day!,2138,Sports,Disney Interactive Studios,0.56
1981.0,Donkey Kong Junior,2145,Platform,Atari,0.9
2002.0,Dark Cloud 2,2151,Role-Playing,Sony Computer Entertainment,0.38
1999.0,Jampack Summer '99,2152,Misc,Sony Computer Entertainment,0.54
1999.0,Dance Dance Revolution 2nd ReMIX,2154,Simulation,Konami Digital Entertainment,0.0
2006.0,Gangs of London,2158,Adventure,Sony Computer Entertainment,0.3
1986.0,Star Soldier,2160,Shooter,Hudson Soft,0.32
2012.0,Dragon Quest Monsters: Terry's Wonderland 3D,2164,Role-Playing,Square Enix,0.0
2008.0,My Weight Loss Coach,2165,Sports,Ubisoft,0.3
2006.0,Mega Man Star Force Dragon / Leo / Pegasus,2167,Action,Capcom,0.39
2011.0,PilotWings Resort,2171,Simulation,Nintendo,0.4
1996.0,Wild ARMs,2183,Role-Playing,Sony Computer Entertainment,0.26
2000.0,Kessen,2184,Strategy,Electronic Arts,0.27
2003.0,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,2185,Misc,Konami Digital Entertainment,0.68
1999.0,NCAA Football 2000,2186,Sports,Electronic Arts,0.53
2011.0,Wii Play: Motion,2195,Misc,Nintendo,0.24
2004.0,Killzone,2196,Shooter,Sony Computer Entertainment,0.79
2011.0,The Tomb Raider Trilogy,2197,Action,Square Enix,0.27
2011.0,Star Fox 64 3D,2199,Shooter,Nintendo,0.48
1996.0,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,2202,Misc,GT Interactive,0.52
2003.0,Castlevania: Lament of Innocence,2205,Action,Konami Digital Entertainment,0.46
2012.0,Mario Tennis Open,2206,Sports,Nintendo,0.26
1999.0,SaGa Frontier 2,2211,Role-Playing,SquareSoft,0.1
1999.0,MLB 2000,2213,Sports,Sony Computer Entertainment,0.52
2016.0,The Legend of Zelda: Twilight Princess HD,2214,Action,Nintendo,0.48
2006.0,Bully,2215,Action,Take-Two Interactive,0.75
2008.0,Phantasy Star Portable,2217,Role-Playing,Sega,0.19
2003.0,Hot Shots Golf Fore!,2218,Sports,Sony Computer Entertainment,0.46
2010.0,Nickelodeon Fit,2222,Sports,Take-Two Interactive,0.78
2009.0,Buzz! Quiz World,2223,Misc,Sony Computer Entertainment,0.16
2009.0,EA Sports Grand Slam Tennis,2227,Sports,Electronic Arts,0.29
2008.0,White Knight Chronicles: International Edition,2228,Role-Playing,Sony Computer Entertainment,0.33
2007.0,Build-A-Bear Workshop,2232,Simulation,Game Factory,0.85
2004.0,Crash City Mayhem,2233,Racing,THQ,0.67
1991.0,Mega Man 4,2235,Platform,Capcom,0.51
1987.0,Castlevania II: Simon's Quest,2236,Platform,Konami Digital Entertainment,0.45
2016.0,Pokken Tournament,2244,Fighting,Namco Bandai Games,0.47
1999.0,SnoCross Championship Racing,2245,Racing,Ubisoft,0.52
2006.0,Blue Dragon,2248,Role-Playing,Microsoft Game Studios,0.3
1997.0,NHL 98,2251,Sports,Electronic Arts,0.51
2011.0,Wipeout: In The Zone,2257,Misc,Activision,0.87
1996.0,Space Jam,2258,Sports,Acclaim Entertainment,0.51
1985.0,Balloon Fight,2261,Platform,Nintendo,0.39
2013.0,Disney Magical World,2263,Adventure,Nintendo,0.16
1996.0,Tobal No.1,2271,Fighting,Sony Computer Entertainment,0.12
2007.0,Lost Odyssey,2272,Role-Playing,Microsoft Game Studios,0.45
2012.0,Harvest Moon 3D: A New Beginning,2279,Action,Marvelous Entertainment,0.41
2003.0,Tokyo Xtreme Racer 3,2282,Racing,Genki,0.35
1994.0,Super Momotarou Dentetsu III,2291,Simulation,Hudson Soft,0.0
2002.0,Tiger Woods PGA Tour 2002,2296,Sports,Electronic Arts,0.44
1996.0,Mini-Yonku Shining Scorpion: Let's & Go!!,2298,Racing,ASCII Entertainment,0.0
2004.0,MLB 2005,2299,Sports,Sony Computer Entertainment,0.44
2011.0,SOCOM 4: U.S. Navy SEALs,2300,Shooter,Sony Computer Entertainment,0.66
2008.0,Buzz! Quiz TV,2302,Misc,Sony Computer Entertainment,0.28
2008.0,We Ski & Snowboard,2303,Sports,Atari,0.38
1995.0,Destruction Derby,2304,Racing,Psygnosis,0.5
2008.0,TouchMaster 2,2305,Puzzle,Midway Games,0.3
1999.0,3Xtreme,2307,Action,989 Studios,0.5
2006.0,Hot Shots Tennis,2308,Sports,Sony Computer Entertainment,0.17
2009.0,Resistance: Retribution,2310,Shooter,Sony Computer Entertainment,0.27
2008.0,Samba De Amigo,2316,Misc,Sega,0.42
2008.0,FIFA Soccer 09 All-Play,2319,Sports,Electronic Arts,0.29
2008.0,Fossil Fighters,2320,Role-Playing,Nintendo,0.84
2012.0,LittleBigPlanet Karting,2321,Action,Sony Computer Entertainment,0.42
2010.0,The Biggest Loser: Ultimate Workout,2325,Sports,THQ,0.73
2006.0,Killzone: Liberation,2328,Shooter,Sony Computer Entertainment,0.44
2001.0,Castlevania: Circle of the Moon,2332,Platform,Konami Digital Entertainment,0.6
2008.0,Sonic Chronicles: The Dark Brotherhood,2333,Role-Playing,Sega,0.51
2004.0,Classic NES Series: The Legend of Zelda,2335,Adventure,Nintendo,0.46
2012.0,The Jak and Daxter Collection,2336,Platform,Sony Computer Entertainment,0.6
2004.0,Fire Emblem: The Sacred Stones,2337,Strategy,Nintendo,0.42
2001.0,Pokemon Card GB2: Here Comes Team GR!,2338,Strategy,Nintendo,0.0
1997.0,Ace Combat 2,2341,Simulation,Sony Computer Entertainment,0.16
2011.0,Dissidia 012: Duodecim Final Fantasy,2345,Fighting,Square Enix,0.21
2006.0,Monster 4X4: World Circuit,2348,Racing,Ubisoft,0.81
2013.0,Wii Fit U,2350,Sports,Nintendo,0.39
2000.0,MLB 2001,2353,Sports,Sony Computer Entertainment,0.49
2006.0,SingStar Anthems,2354,Misc,Sony Computer Entertainment,0.0
1995.0,Seiken Densetsu 3,2355,Role-Playing,SquareSoft,0.0
2007.0,Buzz! The Mega Quiz,2366,Misc,Sony Computer Entertainment,0.32
2009.0,Endless Ocean: Blue World,2367,Simulation,Nintendo,0.47
1996.0,Star Wars: Rebel Assault II - The Hidden Empire,2368,Shooter,CTO SpA,0.49
2004.0,Metal Gear Ac!d,2370,Strategy,Konami Digital Entertainment,0.32
2008.0,Cooking Mama: World Kitchen,2371,Simulation,505 Games,0.51
2009.0,Phantasy Star Portable 2,2375,Role-Playing,Sega,0.08
2003.0,Crimson Skies: High Road to Revenge,2376,Simulation,Microsoft Game Studios,0.65
2001.0,Spec Ops: Ranger Elite,2377,Shooter,TalonSoft,0.49
1995.0,Gex,2378,Platform,Crystal Dynamics,0.49
1994.0,Derby Stallion II,2381,Sports,ASCII Entertainment,0.0
2010.0,Gold's Gym: Dance Workout,2382,Sports,Ubisoft,0.71
2003.0,Tom Clancy's Ghost Recon: Island Thunder,2384,Shooter,Ubisoft,0.61
1997.0,Need for Speed: V-Rally,2386,Racing,Infogrames,0.43
2008.0,Kingdom Hearts Re: Chain of Memories,2387,Role-Playing,Square Enix,0.73
1996.0,NFL GameDay '97,2391,Sports,Sony Computer Entertainment,0.48
2009.0,The House of the Dead: Overkill,2393,Shooter,Sega,0.46
1998.0,NHL 2000,2396,Sports,Electronic Arts,0.48
2008.0,Buzz! Master Quiz,2397,Misc,Sony Computer Entertainment,0.2
2009.0,Wizards of Waverly Place,2400,Misc,Disney Interactive Studios,0.59
2000.0,Vagrant Story,2404,Role-Playing,Crave Entertainment,0.3
2006.0,Lemmings,2405,Puzzle,Sony Computer Entertainment,0.12
1982.0,Enduro,2408,Misc,Quelle,0.81
2012.0,Tales of Xillia 2,2409,Role-Playing,Namco Bandai Games,0.2
2007.0,SingStar '90s,2410,Misc,Sony Computer Entertainment,0.1
2015.0,Monster Strike 3DS,2411,Action,"mixi, Inc",0.0
2007.0,The World Ends With You,2416,Role-Playing,Square Enix,0.54
2001.0,Ford Racing,2420,Racing,Empire Interactive,0.48
1997.0,Madden Football 64,2421,Sports,Electronic Arts,0.81
1998.0,MLB 99,2422,Sports,Sony Computer Entertainment,0.48
2008.0,The Legendary Starfy,2425,Platform,Nintendo,0.61
2003.0,Dynasty Warriors 4: Xtreme Legends,2427,Action,Tecmo Koei,0.17
1999.0,Army Men: Air Attack,2432,Action,3DO,0.47
2008.0,Madden NFL 09 All-Play,2434,Sports,Electronic Arts,0.78
1989.0,Castlevania III: Dracula's Curse,2441,Platform,Konami Digital Entertainment,0.4
1995.0,NFL GameDay,2448,Sports,Sony Computer Entertainment,0.47
2016.0,Kirby: Planet Robobot,2450,Action,Nintendo,0.26
2000.0,Street Fighter EX3,2451,Fighting,Virgin Interactive,0.32
2010.0,Karaoke Revolution Glee,2452,Misc,Konami Digital Entertainment,0.52
2010.0,Golden Sun: Dark Dawn,2456,Role-Playing,Nintendo,0.56
2015.0,Xenoblade Chronicles X,2461,Role-Playing,Nintendo,0.36
2008.0,Petz Dogz Fashion,2462,Simulation,Ubisoft,0.46
2007.0,Harvest Moon: Tree of Tranquility,2467,Simulation,Rising Star Games,0.69
2001.0,Rocket Power: Team Rocket Rescue,2470,Sports,THQ,0.47
2005.0,Rogue Galaxy,2474,Role-Playing,Sony Computer Entertainment,0.24
2004.0,Metroid: Zero Mission,2476,Adventure,Nintendo,0.6
2007.0,Time Crisis 4,2478,Shooter,Namco Bandai Games,0.32
1999.0,Ace Combat 3: Electrosphere,2483,Simulation,Sony Computer Entertainment,0.22
2000.0,Dynasty Warriors 2,2484,Action,THQ,0.24
2008.0,Battle of Giants: Dinosaurs,2485,Strategy,Ubisoft,0.38
2004.0,Lizzie McGuire 2: Lizzie Diaries,2487,Action,Disney Interactive Studios,0.6
2000.0,FIFA Soccer World Championship,2489,Sports,Electronic Arts,0.27
2003.0,Brute Force,2490,Shooter,Microsoft Game Studios,0.62
2012.0,Dance Central 3,2491,Misc,Microsoft Game Studios,0.57
2000.0,Yu-Gi-Oh! Dark Duel Stories,2492,Misc,Konami Digital Entertainment,0.0
1998.0,The Game of Life,2493,Misc,Unknown,0.46
1997.0,Mega Man Legends,2494,Adventure,Capcom,0.39
2005.0,Sly 3: Honor Among Thieves,2496,Platform,Sony Computer Entertainment,0.69
2007.0,I Spy: Fun House,2500,Puzzle,Scholastic Inc.,0.77
1998.0,MediEvil,2503,Platform,Sony Computer Entertainment,0.46
2009.0,Deca Sports 2,2505,Sports,Hudson Soft,0.33
2005.0,Tony Hawk's Underground 2 Remix,2508,Sports,Activision,0.46
1984.0,Clu Clu Land,2515,Puzzle,Nintendo,0.42
1996.0,Killer Instinct Gold,2516,Fighting,Nintendo,0.61
2001.0,Amped: Freestyle Snowboarding,2517,Sports,Microsoft Game Studios,0.69
1981.0,Custer's Revenge,2518,Action,Mystique,0.76
2005.0,MediEvil: Resurrection,2519,Adventure,Sony Computer Entertainment,0.19
2008.0,Imagine: Rock Star,2527,Simulation,Ubisoft,0.4
2008.0,Shin Megami Tensei: Persona 4,2528,Role-Playing,Atlus,0.34
2008.0,SingStar Vol. 2,2529,Misc,Sony Computer Entertainment,0.29
2012.0,Twisted Metal (2012),2532,Action,Sony Computer Entertainment,0.67
2006.0,Disney's The Little Mermaid: Ariel's Undersea Adventure,2534,Action,Disney Interactive Studios,0.73
1994.0,Kamaitachi no Yoru,2536,Adventure,ChunSoft,0.0
2007.0,Patapon,2537,Misc,Sony Computer Entertainment,0.33
2000.0,Tales of Destiny II,2538,Role-Playing,Namco Bandai Games,0.06
1994.0,Super Bomberman 2,2539,Puzzle,Hudson Soft,0.0
2010.0,EA Sports Active NFL Training Camp,2541,Sports,Electronic Arts,0.77
2004.0,The Legend of Zelda: Four Swords Adventures,2542,Action,Nintendo,0.63
1999.0,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,2543,Sports,Konami Digital Entertainment,0.0
1999.0,Valkyrie Profile,2545,Role-Playing,Enix Corporation,0.07
1987.0,Mega Man,2549,Platform,Capcom,0.45
1994.0,EarthBound,2552,Role-Playing,Nintendo,0.0
2012.0,Professor Layton vs Phoenix Wright: Ace Attorney,2554,Puzzle,Level 5,0.2
1998.0,The Next Tetris,2555,Puzzle,Atari,0.45
1998.0,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,2559,Sports,Konami Digital Entertainment,0.0
2009.0,MadWorld,2564,Action,Sega,0.46
2003.0,Star Wars Rogue Squadron III: Rebel Strike,2568,Simulation,LucasArts,0.62
2011.0,ABBA: You Can Dance,2569,Misc,Ubisoft,0.19
1997.0,Moto Racer,2570,Racing,Electronic Arts,0.45
1999.0,Final Fantasy Anthology,2573,Role-Playing,Square EA,0.45
2010.0,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,2577,Racing,Sega,0.37
2000.0,Super Robot Taisen α,2587,Strategy,Banpresto,0.0
2013.0,Mario & Sonic at the Sochi 2014 Olympic Winter Games,2592,Sports,Nintendo,0.39
1993.0,Capcom's Soccer Shootout,2594,Sports,Nintendo,0.0
1981.0,Alien,2598,Action,20th Century Fox Video Games,0.74
2007.0,Final Fantasy Tactics A2: Grimoire of the Rift,2604,Role-Playing,Square Enix,0.42
2003.0,Harvest Moon: A Wonderful Life,2605,Role-Playing,Ubisoft,0.61
1997.0,Momotarou Dentetsu 7,2606,Simulation,Hudson Entertainment,0.0
2009.0,Invizimals,2607,Strategy,Sony Computer Entertainment,0.17
2001.0,Motocross Mania,2608,Racing,Take-Two Interactive,0.44
2008.0,Star Wars The Clone Wars: Jedi Alliance,2610,Action,LucasArts,0.62
1992.0,Mega Man 5,2612,Platform,Capcom,0.39
2009.0,Star Ocean: The Last Hope,2613,Role-Playing,Square Enix,0.32
2007.0,Dance Dance Revolution SuperNOVA 2,2614,Simulation,Konami Digital Entertainment,0.64
2000.0,Armored Core 2,2615,Simulation,Ubisoft,0.28
2007.0,Ghost Squad,2617,Shooter,Sega,0.42
2007.0,Drawn to Life,2619,Action,THQ,0.71
1998.0,Major League Baseball Featuring Ken Griffey Jr,2620,Sports,Nintendo,0.75
2008.0,Too Human,2622,Role-Playing,Microsoft Game Studios,0.38
2008.0,Personal Trainer: Walking,2626,Sports,Nintendo,0.22
2011.0,PokePark 2: Wonders Beyond,2628,Action,Nintendo,0.27
2013.0,Professor Layton and the Azran Legacy,2629,Puzzle,Nintendo,0.0
1982.0,Yars' Revenge,2631,Shooter,Atari,0.73
2008.0,Lips,2632,Misc,Microsoft Game Studios,0.12
2002.0,Secret Agent Barbie: Royal Jewels Mission,2633,Platform,Vivendi Games,0.56
2006.0,Metroid Prime Hunters,2634,Shooter,Nintendo,0.58
1992.0,The 7th Guest,2635,Adventure,Virgin Interactive,0.01
2007.0,Buzz! The Hollywood Quiz,2637,Misc,Sony Computer Entertainment,0.17
2009.0,Puzzler World,2638,Puzzle,Ubisoft,0.41
2008.0,My Little Pony: Pinkie Pie's Party,2639,Adventure,THQ,0.72
2009.0,We Sing,2640,Misc,Nordic Games,0.0
2012.0,God of War Saga,2642,Action,Sony Computer Entertainment,0.72
1997.0,Battle Stations,2643,Strategy,Electronic Arts,0.43
1993.0,Torneko no Daibouken: Fushigi no Dungeon,2653,Role-Playing,ChunSoft,0.0
1983.0,Jr. Pac-Man,2654,Puzzle,Atari,0.72
2008.0,Banjo-Kazooie: Nuts & Bolts,2656,Platform,Microsoft Game Studios,0.32
1998.0,NBA ShootOut 98,2657,Sports,Sony Computer Entertainment,0.43
2005.0,Perfect Dark Zero,2661,Shooter,Microsoft Game Studios,0.66
1982.0,Galaxian,2662,Shooter,Atari,0.72
1996.0,Andretti Racing,2663,Racing,Electronic Arts,0.43
2000.0,Caesars Palace 2000: Millennium Gold Edition,2664,Misc,Interplay,0.43
1981.0,Air Raid,2666,Action,Men-A-Vision,0.72
2014.0,Freedom Wars,2669,Role-Playing,Sony Computer Entertainment,0.22
1983.0,Crystal Castles,2674,Action,Atari,0.72
2001.0,Conker's Bad Fur Day,2675,Platform,THQ,0.53
1999.0,Dragon Warrior I&II,2676,Role-Playing,Enix Corporation,0.0
2002.0,Star Wars Episode II: Attack of the Clones,2677,Action,THQ,0.55
2008.0,My Baby Girl,2678,Simulation,Nobilis,0.61
2005.0,Twisted Metal: Head On,2680,Action,Sony Computer Entertainment,0.71
2001.0,Maximo: Ghosts to Glory,2682,Platform,Capcom,0.38
2004.0,Pokemon Dash,2683,Racing,Nintendo,0.21
2005.0,Donkey Kong Country 3,2684,Platform,Nintendo,0.45
2002.0,Unlimited Saga,2686,Role-Playing,Atari,0.1
1996.0,Formula 1,2689,Racing,Psygnosis,0.18
2010.0,Raving Rabbids: Travel in Time,2691,Adventure,Ubisoft,0.22
1998.0,ISS Pro Evolution,2698,Sports,Konami Digital Entertainment,0.0
2005.0,Super Monkey Ball: Touch & Roll,2702,Misc,Sega,0.7
2002.0,Taiko no Tatsujin: Tatakon de Dodon ga Don,2708,Misc,Namco Bandai Games,0.0
2005.0,Mega Man Battle Network 6: Cybeast Falzar / Gregar,2709,Role-Playing,Capcom,0.09
2004.0,Syphon Filter: The Omega Strain,2710,Shooter,Sony Computer Entertainment,0.37
2009.0,Ace Attorney Investigations: Miles Edgeworth,2716,Adventure,Capcom,0.27
2004.0,That's So Raven,2717,Adventure,Disney Interactive Studios,0.54
2006.0,Genji: Days of the Blade,2727,Action,Sony Computer Entertainment,0.18
2008.0,Harvest Moon: Animal Parade,2728,Simulation,Rising Star Games,0.6
1991.0,Final Fantasy Legend III,2729,Role-Playing,SquareSoft,0.0
2013.0,Total War: Rome II,2730,Strategy,Sega,0.12
2015.0,Rare Replay,2731,Misc,Microsoft Game Studios,0.47
2007.0,Spectrobes,2732,Role-Playing,Disney Interactive Studios,0.67
2000.0,Mega Man X5,2736,Platform,Capcom,0.3
2013.0,Tearaway,2737,Adventure,Sony Computer Entertainment Europe,0.17
2001.0,Zone of the Enders,2746,Shooter,Konami Digital Entertainment,0.3
1997.0,Street Fighter EX Plus Alpha,2748,Fighting,Virgin Interactive,0.28
2005.0,Coded Arms,2750,Shooter,Konami Digital Entertainment,0.28
2001.0,Capcom vs. SNK 2: Mark of the Millennium 2001,2756,Fighting,Capcom,0.22
2006.0,Jump Ultimate Stars,2765,Fighting,Nintendo,0.0
2001.0,Jampack Summer 2001,2766,Misc,Sony Computer Entertainment,0.36
2006.0,Mortal Kombat: Unchained,2772,Fighting,Midway Games,0.67
2015.0,Mario & Luigi: Paper Jam,2773,Role-Playing,Nintendo,0.16
2001.0,Yu-Gi-Oh! Dungeon Dice Monsters,2774,Misc,Konami Digital Entertainment,0.42
2007.0,Namco Museum Remix,2779,Misc,Atari,0.68
2001.0,Tiger Woods PGA Tour 2001,2783,Sports,Electronic Arts,0.36
1999.0,Jet Moto 3,2785,Racing,Sony Computer Entertainment,0.41
2002.0,Unreal Championship,2787,Shooter,Atari,0.59
2003.0,Sword of Mana,2792,Role-Playing,Nintendo,0.31
2007.0,Harvest Moon DS: Island of Happiness,2793,Simulation,Rising Star Games,0.44
2010.0,Star Ocean: The Last Hope International,2794,Role-Playing,Square Enix,0.28
1997.0,FIFA: Road to World Cup 98,2796,Sports,Electronic Arts,0.14
1993.0,Dragon Ball Z: Ultime Menace,2797,Fighting,Namco Bandai Games,0.0
2004.0,Classic NES Series: Donkey Kong,2798,Platform,Nintendo,0.4
2005.0,Kirby: Canvas Curse,2804,Platform,Nintendo,0.37
1999.0,Croc 2,2805,Platform,Fox Interactive,0.41
2007.0,Practise English!,2806,Misc,Nintendo,0.0
1981.0,Berzerk,2808,Shooter,Atari,0.68
2011.0,Just Dance Wii,2814,Misc,Nintendo,0.0
2004.0,Katamari Damacy,2816,Puzzle,Namco Bandai Games,0.47
2003.0,Beyblade VForce: Ultimate Blader Jam,2817,Action,Atari,0.52
2008.0,Imagine: Interior Designer,2822,Simulation,Ubisoft,0.34
2012.0,Style Savvy: Trendsetters,2824,Simulation,Nintendo,0.16
2010.0,God Eater,2831,Action,Unknown,0.0
1998.0,SD Gundam G Generation,2833,Strategy,Namco Bandai Games,0.0
1999.0,Test Drive 6,2838,Racing,Atari,0.4
2005.0,Kouchuu Ouja Mushi King,2839,Action,Sega,0.0
2001.0,X-Men: Mutant Academy 2,2842,Fighting,Activision,0.4
2001.0,Jampack Winter 2001,2844,Misc,Sony Computer Entertainment,0.35
1982.0,Kangaroo,2845,Platform,Atari,0.67
2002.0,Super Monkey Ball Jr.,2849,Puzzle,Atari,0.51
2003.0,Mobile Suit Gundam: Encounters in Space,2853,Simulation,Namco Bandai Games,0.05
1998.0,Fear Effect,2855,Action,Eidos Interactive,0.4
2007.0,Crysis,2857,Shooter,Electronic Arts,0.0
2007.0,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,2861,Role-Playing,Square Enix,0.18
2003.0,Virtua Fighter 4: Evolution,2865,Fighting,Sega,0.35
2000.0,Resident Evil: Survivor,2867,Action,Eidos Interactive,0.23
2002.0,Super Trucks Racing,2869,Racing,Jester Interactive,0.35
2014.0,Persona Q: Shadow of the Labyrinth,2870,Role-Playing,Nippon Ichi Software,0.33
2002.0,Godzilla: Destroy All Monsters Melee,2872,Fighting,Atari,0.55
2005.0,Conker: Live And Reloaded,2874,Adventure,Microsoft Game Studios,0.49
2003.0,Silent Hill 3,2875,Action,Konami Digital Entertainment,0.35
2015.0,Final Fantasy X/X-2 HD Remaster,2877,Role-Playing,Square Enix,0.29
2002.0,Yu-Gi-Oh! The Falsebound Kingdom,2878,Strategy,Konami Digital Entertainment,0.49
2004.0,Scooby-Doo 2: Monsters Unleashed,2882,Action,THQ,0.51
2015.0,Rhythm Heaven: The Best+,2884,Misc,Nintendo,0.0
1997.0,Blast Corps,2887,Action,Nintendo,0.39
2003.0,"WarioWare, Inc.: Mega Party Game$",2890,Puzzle,Nintendo,0.2
1995.0,Battle Arena Toshinden 2,2892,Fighting,Sony Computer Entertainment,0.15
2007.0,Two Worlds,2897,Role-Playing,SouthPeak Games,0.41
2005.0,Doom 3: Resurrection of Evil,2898,Shooter,Activision,0.53
2013.0,Ratchet & Clank: Into the Nexus,2901,Shooter,Sony Computer Entertainment,0.3
2008.0,Infinite Undiscovery,2907,Role-Playing,Square Enix,0.34
1994.0,Super Bomberman 3,2908,Puzzle,Hudson Soft,0.0
1998.0,Command & Conquer: Red Alert Retaliation,2909,Strategy,Virgin Interactive,0.39
2008.0,The Sims 2: Apartment Pets,2910,Simulation,Electronic Arts,0.32
